Epoch,Train Loss,Valid Loss
0,17.545093536376953,0.8310185074806213
1,8.314042091369629,0.8414841890335083
2,97.70162963867188,0.7740380764007568
3,34.93112564086914,0.7902619242668152
4,5.285645484924316,0.7854346036911011
5,4.396579265594482,0.7821349501609802
6,8.360583305358887,0.7805857062339783
7,5.750349521636963,0.7799460291862488
8,4.133334159851074,0.7807043194770813
9,1.1368587017059326,0.7826179265975952
10,0.8398416042327881,0.7841737270355225
11,1.7959258556365967,0.7768856883049011
12,0.6590158343315125,0.7701805233955383
13,0.7094482779502869,0.7636408805847168
14,0.6991493701934814,0.7562995553016663
15,0.6461389660835266,0.7485713958740234
16,0.6043578386306763,0.7388058304786682
17,0.6921644806861877,0.7234432697296143
18,0.6148112416267395,0.7084272503852844
19,0.6775049567222595,0.6941303014755249
20,0.6737999320030212,0.6806508302688599
21,6.271154403686523,0.6725679039955139
22,0.6317574381828308,0.6586150527000427
23,0.5874335169792175,0.6427692770957947
24,0.6056932806968689,0.6268001794815063
25,0.6034200191497803,0.6104841232299805
26,0.5653004050254822,0.5930501222610474
27,0.6280776262283325,0.5694919228553772
28,0.5872839689254761,0.5457877516746521
29,0.6269353032112122,0.5222901701927185
30,0.5726662874221802,0.4985259771347046
31,0.5580546855926514,0.46983543038368225
32,0.5322190523147583,0.4359078109264374
33,0.5423437356948853,0.3919411897659302
34,0.534376323223114,0.34174874424934387
35,73.03081512451172,0.34214940667152405
36,45.95198440551758,0.3224901854991913
37,22.03622817993164,0.37166789174079895
38,8.029353141784668,0.46548688411712646
39,33.66022491455078,0.5464053750038147
40,28.252883911132812,0.5806230902671814
41,2.2026448249816895,0.60516357421875
42,7.019881248474121,0.6162894368171692
43,10.092512130737305,0.6225275993347168
44,11.075555801391602,0.6289038062095642
45,11.31893253326416,0.6366434693336487
46,3.7904443740844727,0.656373143196106
47,7.203265190124512,0.6802746057510376
48,2.7763679027557373,0.6684231162071228
49,5.147132873535156,0.6516274213790894
50,2.333968162536621,0.6432762742042542
51,4.08559513092041,0.6384718418121338
52,4.325315475463867,0.6346032023429871
53,4.073695659637451,0.6382097005844116
54,3.4089927673339844,0.6460804343223572
55,2.384188413619995,0.6575382947921753
56,1.1406117677688599,0.6732502579689026
57,5.841121673583984,0.6576173305511475
58,0.9909272789955139,0.6227869987487793
59,2.4796416759490967,0.5928480625152588
60,4.0354533195495605,0.5710015296936035
61,5.096745491027832,0.555964469909668
62,5.693289756774902,0.5457926988601685
63,5.894766330718994,0.5400018692016602
64,5.635019779205322,0.5380892753601074
65,4.75426721572876,0.5466310381889343
66,4.006977081298828,0.5546111464500427
67,2.8790860176086426,0.5616939663887024
68,2.598799228668213,0.5719539523124695
69,1.3404842615127563,0.5834341645240784
70,0.7026922702789307,0.5853607058525085
71,1.7098791599273682,0.572866678237915
72,1.1495776176452637,0.5628220438957214
73,1.3131541013717651,0.5563685297966003
74,2.0017075538635254,0.5512017607688904
75,1.7000805139541626,0.5489293336868286
76,2.0752410888671875,0.5479702949523926
77,1.8620386123657227,0.5478255152702332
78,0.5939690470695496,0.5457295179367065
79,2.044512987136841,0.5188060998916626
80,1.7670551538467407,0.4955577552318573
81,2.138914108276367,0.476030558347702
82,2.281214475631714,0.4637881815433502
83,2.433697462081909,0.4562651515007019
84,2.172821044921875,0.4504079818725586
85,1.867465615272522,0.44606655836105347
86,1.789572834968567,0.44479748606681824
87,0.877637505531311,0.44411253929138184
88,1.5356318950653076,0.43096157908439636
89,0.6173245310783386,0.41949379444122314
90,1.16012704372406,0.4096664786338806
91,1.1823196411132812,0.40561342239379883
92,0.9740147590637207,0.4033074975013733
93,0.5426346659660339,0.4003385007381439
94,1.5026419162750244,0.3862912058830261
95,0.7901769280433655,0.373037189245224
96,1.170316457748413,0.36118820309638977
97,1.25930655002594,0.35282862186431885
98,1.4092313051223755,0.3455923795700073
99,1.0533465147018433,0.34103336930274963
